HITT Cardio	Running
Body Groove	Stretching
O6dy GrooCe	Stretching
touxheV my tose	Stretching
touched my toes	Stretching
stre ^ cB8e	Stretching
Stretching stretches	Stretching
8kteyvhde	Stretching
calf raises	Other
rows	Other
netball game	Other
Cheer	Other
hills	Other
parallel bar dips	Other
racquetball	Other
cleaned	Other
balance beam	Other
video workout	Other
handball	Other
shoulder workout	Other
Wii Fit	Other
raked	Other
jupm * gg	Other
balance 6eja	Other
stretched	Other
wheelchair	Other
workout video	Other
resistance band walks	Other
sled pushes	Other
callenetics	Other
shoulder press	Other
wukkout veieo	Other
snowshoed	Other
surfing	Other
Rqhc1ky	Other
wall sits	Other
Functional Training	Other
gardening	Other
stationary bike	Other
strength training	Other
swiss ball hamstring curl	Other
farmer walks	Other
obstacle course	Other
squat thrusts	Other
archery	Other
beat saber	Other
Hydrogymnastics	Other
free hand	Other
ab roller	Other
jumping	Other
barre	Other
hooped	Other
softball	Other
jumped	Other
warm up	Other
  hopped	Other
poLk aekubics	Water Aerobics
pool aerobics	Water Aerobics
step workout	Exercise Class
dZnoG9n	Exercise Class
psin 6iie	Exercise Class
8pni b7ke	Exercise Class
dancing	Exercise Class
barre class	Exercise Class
muscle pump class	Exercise Class
ba% ke class	Exercise Class
group barre class	Exercise Class
spinning	Exercise Class
PziCnni9	Exercise Class
Sacn (ng	Exercise Class
sp (n class	Exercise Class
Nikr wokkuut	Exercise Class
pilates	Exercise Class
spin class	Exercise Class
8pij biek	Exercise Class
cardio	Exercise Class
8etp work9uF	Exercise Class
stretching	Exercise Class
Jazzercize	Exercise Class
Curves circuit	Exercise Class
dance class	Exercise Class
caric0	Exercise Class
Nike workout	Exercise Class
atketcnL9n	Exercise Class
s (in class	Exercise Class
sp0n lcass	Exercise Class
tzep worroot	Exercise Class
barre	Exercise Class
hip - hop dance class	Exercise Class
spiB i6ke	Exercise Class
spin bike	Exercise Class
segp wokrout	Exercise Class
pilates class	Pilates
ballet boot camp	Pilates
Pilates	Pilates
thigh toning pilates	Pilates
hti9h tKning pilates	Pilates
thigh tuHnig pilates	Pilates
thigh toning gi1atex	Pilates
P1iTxD8	Pilates
pilates	Pilates
pia1t8e c. ass	Pilates
birde	Hiking
hiBi	Hiking
hir @ s	Hiking
WEIG4h L1FT	Hiking
Hiked	Hiking
rhked	Hiking
walked	Hiking
  hiking trial	Hiking
Qlared	Hiking
hell hike	Hiking
walk	Hiking
hiked	Hiking
hike	Hiking
hik $	Hiking
WEIGHT LIFT	Hiking
Nier	Hiking
hikes	Hiking
hierX	Hiking
BASKET BALL	Basketball
basketball game	Basketball
BAdKOETAUL	Basketball
played basketball	Basketball
shooting	Basketball
p1ayed bSzkteNa; l	Basketball
xh8OETAELL	Basketball
EQKwrtba11	Basketball
Basketball	Basketball
BA8KET ZbLL	Basketball
BASKETBALL	Basketball
BASKBT BAPl	Basketball
bXkset bal1	Basketball
baskey 6all	Basketball
basketball	Basketball
basket ball	Basketball
played	Basketball
p1ayse basketball	Basketball
played soccer	Soccer
0sVcer	Soccer
pf0tAgl1	Soccer
f80at6lO	Soccer
football	Soccer
soccer	Soccer
swimming laps	Swimming
SWAM	Swimming
pool	Swimming
swimming	Swimming
swmiimng> aps	Swimming
esom	Swimming
: aps	Swimming
Swam	Swimming
swum	Swimming
swi <m @ d	Swimming
( o0l	Swimming
Swimming	Swimming
8wni	Swimming
p0kl	Swimming
8wna	Swimming
swim	Swimming
wsoh	Swimming
swam	Swimming
W8Jm	Swimming
swimmed	Swimming
81MA	Swimming
laps	Swimming
8w & m	Swimming
Swim	Swimming
s <ip	Skipping
skipping	Skipping
m8ip	Skipping
SKIPPING	Skipping
skip	Skipping
8. ip	Skipping
ri8plkng	Skipping
Skipping	Skipping
skip roped	Skipping
sUpi	Skipping
jumping jack	Jumping Jacks
skipping	Jumping Jacks
ojmpes	Jumping Jacks
JUMPING JACK	Jumping Jacks
sriLrpB	Jumping Jacks
8koip8e	Jumping Jacks
Jo <p * ng jacsk	Jumping Jacks
skipped	Jumping Jacks
nmop	Jumping Jacks
jump	Jumping Jacks
JUMPING JAK8	Jumping Jacks
jMjped	Jumping Jacks
Jumping jacks	Jumping Jacks
jumped	Jumping Jacks
Jumping jaKf8	Jumping Jacks
jumping jacks	Jumping Jacks
kkaaGe	Martial Arts
karate	Martial Arts
jio - jitue	Martial Arts
akra8e	Martial Arts
jiu - ijtCu	Martial Arts
jiu - jitsu	Martial Arts
hit	Martial Arts
jiu - Iytsu	Martial Arts
lightsaber techniques	Martial Arts
kickboxing	Martial Arts
ikcrrBAU9n	Martial Arts
boxed	Martial Arts
PUCHING	Bodyweight exercises, general
butterflys	Bodyweight exercises, general
bench presses	Bodyweight exercises, general
i1ft2d	Bodyweight exercises, general
butterDl% w	Bodyweight exercises, general
exercise ivdDu	Bodyweight exercises, general
sest 0f kconhces and (ush ups	Bodyweight exercises, general
wPrekd 0ut	Bodyweight exercises, general
worked	Bodyweight exercises, general
qR9etchni9	Bodyweight exercises, general
  body weight dips	Bodyweight exercises, general
lifted	Bodyweight exercises, general
jompin9 yacks	Bodyweight exercises, general
cmets dip	Bodyweight exercises, general
did ten sext	Bodyweight exercises, general
weight lifting	Bodyweight exercises, general
jompin9 Iakcs	Bodyweight exercises, general
stretching	Bodyweight exercises, general
weijgt 1iftin9	Bodyweight exercises, general
worreC	Bodyweight exercises, general
exercise video	Bodyweight exercises, general
jumping jacks	Bodyweight exercises, general
did ten sets	Bodyweight exercises, general
wukrfd out	Bodyweight exercises, general
worked out	Bodyweight exercises, general
leg lifts	Bodyweight exercises, general
sets of crunches and push ups	Bodyweight exercises, general
e6nch preQwes	Bodyweight exercises, general
chest dip	Bodyweight exercises, general
rowing machine	Bodyweight exercises, general
tCest dip	Bodyweight exercises, general
@ x2cries videu	Bodyweight exercises, general
Wet8 of rcucnhes and push ups	Bodyweight exercises, general
strength machines	Bodyweight exercises, general
belly dancing	Dancing
danc09g	Dancing
Zumba class	Dancing
ohlQ hoop dance	Dancing
husl hoop dance	Dancing
hola Muop dance	Dancing
a8jcni9	Dancing
ballet class	Dancing
choreography	Dancing
ch0k4uffapyh	Dancing
adhci9h	Dancing
dacn @	Dancing
dancing	Dancing
tap dancing	Dancing
danced	Dancing
dance	Dancing
hola hoop dance	Dancing
dnaceW	Dancing
pIarn	Planking
p1Zkn	Planking
Planks	Planking
plank ups	Planking
straight - arm plank	Planking
static plank hold	Planking
planks	Planking
plank	Planking
high plank	Planking
pw1nks	Planking
flesib7> ity tairning	Planking
8tatic plank hPdl	Planking
pKnadKd	Planking
flexibility training	Planking
p1Xkn	Planking
floor plank	Planking
planked	Planking
fleZibip7ty tkiainn9	Planking
plak9 ups	Planking
Paljrs	Planking
Ubtt B0gkout	Lunges
lunged	Lunges
lunges	Lunges
le9 ulMges	Lunges
reverse lunges	Lunges
leg uln9ec	Lunges
walking lunges	Lunges
Lunges	Lunges
. ungse	Lunges
l1ngde	Lunges
walklhg lung8e	Lunges
Butt workout	Lunges
Bitt wokk0ut	Lunges
split squats	Lunges
leg lunges	Lunges
! aIking lnuges	Lunges
Tsairv> imbinY	Stair Climbing
stPd8	Stair Climbing
stair master	Stair Climbing
step machine	Stair Climbing
stairs	Stair Climbing
stair climber	Stair Climbing
stairmaster	Stair Climbing
cilmebd qtaiks	Stair Climbing
s% ep8	Stair Climbing
c1im6ed ySairs	Stair Climbing
Stairclimbing	Stair Climbing
1icm6ed stSirs	Stair Climbing
stair - cilbmer HacBine	Stair Climbing
c1i6ehx	Stair Climbing
climbed stairs	Stair Climbing
Stairclimber	Stair Climbing
stair machine	Stair Climbing
stair - climber machine	Stair Climbing
climb	Stair Climbing
sta * k clmibre	Stair Climbing
stakjs	Stair Climbing
atpe machine	Stair Climbing
steps	Stair Climbing
1icH6fd	Stair Climbing
climbed	Stair Climbing
tsair macmiEe	Stair Climbing
skiied	Skiing
skifB	Skiing
skied	Skiing
s <iide	Skiing
xihnph8	Chin ups
chin - ups	Chin ups
chnr up	Chin ups
chns - ups	Chin ups
cihn ^ pq	Chin ups
chin up	Chin ups
chinups	Chin ups
pull ups	Chin ups
piayde	American Football
fo) btalI	American Football
football	American Football
Foot ball	American Football
PLAYED FOOTBALL	American Football
tuoch f0 (tVall	American Football
tuucg ofotabll	American Football
Tupt6lla	American Football
touch football	American Football
played	American Football
wa? red	Power walking
fast walk	Power walking
walked	Power walking
treadmill	Power walking
opwer! alked	Power walking
wakled 6Eisk1T	Power walking
power walked	Power walking
walked briskly	Power walking
afst wW1k	Power walking
wal> ed	Power walking
Volleyball	Volleyball
volley ball	Volleyball
Folley a6ll	Volleyball
vo? ley 6all	Volleyball
volleyball	Volleyball
0fl1yfHla1	Volleyball
badmitton	Badminton
badoMtt0M	Badminton
badminton	Badminton
pa1yed badKint8n	Badminton
played bamfin $ on	Badminton
played badminton	Badminton
treadmil	Treadmill
ran	Treadmill
walked	Treadmill
treadmill	Treadmill
jo9 on the rtsdami; l	Treadmill
Trddam (l1	Treadmill
Treadmill	Treadmill
walk	Treadmill
w1aM	Treadmill
kan	Treadmill
Ran	Treadmill
jog on the treadmill	Treadmill
% redalMl	Treadmill
Rhawdmi1	Treadmill
Tkwed <ill	Treadmill
TwrEdmil.	Treadmill
rows	Rowing
Odw8	Rowing
rDwde	Rowing
row machine	Rowing
rowing machine	Rowing
koaW	Rowing
rowing	Rowing
kwis	Rowing
row	Rowing
row ANchien	Rowing
rowed	Rowing
ruiwHg	Rowing
Banecd	Zumba
Zumba Gold Class	Zumba
dance fitness	Zumba
zumba	Zumba
Zumba	Zumba
cardio d8cne	Zumba
ckadio daHce	Zumba
Zumba class	Zumba
Zomab claXs	Zumba
Zjoba	Zumba
2jbma	Zumba
dancfe	Zumba
OzmbS	Zumba
cakwio adnce	Zumba
cardio dance workout	Zumba
danced	Zumba
zumba class	Zumba
cardio dance	Zumba
kicbkxonig cla8a	Kickboxing
kicmbocigg 1cass	Kickboxing
carid) ricrboxin9	Kickboxing
kick boxing	Kickboxing
Vakdio kikcobxign	Kickboxing
IIGK - BOXNIG	Kickboxing
kickboxing class	Kickboxing
kick - boxing class	Kickboxing
maDRial ar8t	Kickboxing
iicrb0xJkN	Kickboxing
martial arts	Kickboxing
BxuiBg	Kickboxing
cardio kickboxing	Kickboxing
kickboxing	Kickboxing
KICK - BOXING	Kickboxing
Eoxigh	Kickboxing
Kickboxing	Kickboxing
Boxing	Kickboxing
K8P1Pfx	Pull ups
Pull ups	Pull ups
pull - ups	Pull ups
UPLO - OP	Pull ups
Pull Ups	Pull ups
PuoL up8	Pull ups
pull ups	Pull ups
pJ1l ups	Pull ups
p16l1sp	Pull ups
Pu, l Ups	Pull ups
pullups	Pull ups
PULL - UP	Pull ups
8pll = ops	Pull ups
p1jl = ups	Pull ups
flexed arm hang	Pull ups
pull up	Pull ups
f1exed arm hNxg	Pull ups
SKIPPED	Pull ups
pull = ups	Pull ups
UpDl ups	Pull ups
CRICKET	Cricket
OFicetr	Cricket
fkci> et	Cricket
cricket	Cricket
stepped	Cardio
yIo6tud	Cardio
step class	Cardio
cardio dvd	Cardio
step climber	Cardio
kan	Cardio
HIT class	Cardio
boo ^ cmap	Cardio
Wetpkpd	Cardio
low im1cat	Cardio
bout cam )	Cardio
Fl1iipkacD	Cardio
yo ^ gbue	Cardio
Rebounding	Cardio
# xercisS ibre	Cardio
elliptical	Cardio
ezekcJ8e biek	Cardio
youtube	Cardio
tsep vlom6ek	Cardio
cardio	Cardio
Zumba	Cardio
Guot acmp	Cardio
walked	Cardio
RPM class	Cardio
HIT Skrrtoo	Cardio
exercise bike	Cardio
ran	Cardio
  HIT workout	Cardio
low impact	Cardio
conditioned	Cardio
RPM c. ass	Cardio
boot camp	Cardio
HIT c1xas	Cardio
awlrWd	Cardio
H1T clwAs	Cardio
cnodi ^ ioHZd	Cardio
burpees	Burpees
bungee jumps	Burpees
o6r0iqe	Burpees
bkoL3es	Burpees
gym	Burpees
bnugee juhp8	Burpees
burpies	Burpees
b trpEs8	Burpees
9ym	Burpees
My second exercise was intense	Burpees
H Tpkees	Burpees
burpee	Burpees
orck f1im6wd	Rock climbing
c? imblgn	Rock climbing
climbing	Rock climbing
rock climbed	Rock climbing
racquet ball	Squash
kacqKFt abll	Squash
thrusters	Crossfit
CrossFit	Crossfit
Rcos8SfG	Crossfit
u9ll - ops puhs - ups 8qua6s	Crossfit
Crossfit	Crossfit
circuit	Crossfit
cickJht	Crossfit
pull - ups push - ups squats	Crossfit
Crosgs (t	Crossfit
ifCcoti	Crossfit
raJZkin9	Kayaking
kayaked	Kayaking
kayaking	Kayaking
aryraKnH	Kayaking
push ups and dumbless workout	Dumbbells
upper body workout dumbbells	Dumbbells
lFotnib wei9ht8	Dumbbells
1ifyed weitghs	Dumbbells
1ifted 25 pLund dumbeblsl	Dumbbells
dumbbell squats	Dumbbells
duheb11c	Dumbbells
pujs ups and dumbless workout	Dumbbells
dumb bell	Dumbbells
tk9ecp extensions	Dumbbells
lifted	Dumbbells
lifting weights	Dumbbells
dumbbells	Dumbbells
lifted 28 plund dumbblesl	Dumbbells
upsh ups and dumbkeWs workout	Dumbbells
shoulder press	Dumbbells
SUMBLE <SQOATS	Dumbbells
opper body owrokut dumbg2lls	Dumbbells
DUMBELL SQUATS	Dumbbells
push ups and dum61ess rqolout	Dumbbells
lifted 25 pound dumbbells	Dumbbells
1Kfted 25 pound dubmbells	Dumbbells
cj1red	Dumbbells
tricep extensions	Dumbbells
upsh ups and dumbless w0Dkiot	Dumbbells
dumbell squats	Dumbbells
squats	Dumbbells
colrfd	Dumbbells
dubmell squaF8	Dumbbells
lifted weights	Dumbbells
curled	Dumbbells
dumbells	Dumbbells
voot 6all	Sports, general
foot ball	Sports, general
table tennis	Table tennis
ta6, e tnenis	Table tennis
h8bttep game	Table tennis
shuttle game	Table tennis
ju <p 0rpe	Jumping rope
jump ropes	Jumping rope
mJhpi69	Jumping rope
jumped	Jumping rope
jumping	Jumping rope
Umoped	Jumping rope
PUSHUPS	Jumping rope
jump0d	Jumping rope
jmup kKpe	Jumping rope
jump - roped	Jumping rope
jump rope	Jumping rope
jum0de rope	Jumping rope
ojm8niH	Jumping rope
jumped rope	Jumping rope
leg extensions	Leg press
leg press	Leg press
Le9) erss	Leg press
Leg press	Leg press
lifted	Leg press
leg presses	Leg press
le9 fpess	Leg press
leg pr 8 wsse	Leg press
leg	Leg press
leg pr @ sex8	Leg press
leg prkss	Leg press
strength - training machines	Leg press
le9 pr4ss	Leg press
1eg	Leg press
skated	Roller skating
ruoler sktaed	Roller skating
8skted	Roller skating
roller skated	Roller skating
pitched	Baseball
6ae8nial	Baseball
11tcehE	Baseball
baseball	Baseball
floor exercise	Mountain climbers
mountain climbers	Mountain climbers
moon $ aib cliembrs	Mountain climbers
Lboor exekci8e	Mountain climbers
calf raises	Leg Raises
leg lifts	Leg Raises
leg Aeise8	Leg Raises
le9 lifcT	Leg Raises
  leg lifts	Leg Raises
leg raises	Leg Raises
calf kasifs	Leg Raises
1eg rasieA	Leg Raises
curls	Leg curls
cu # l8	Leg curls
boxing class	Boxing
foxni9	Boxing
boxing	Boxing
boAi9n class	Boxing
6oxwe	Boxing
boxed	Boxing
ice skqetd	Ice skating
ice skated	Ice skating
weigth f1yq	Weight Flies
weight flys	Weight Flies
kan	Housework
Tadkenn79	Housework
ran	Housework
gardening	Housework
